Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles
September 30 2020,Twin Falls,ID,Passenger,0,1,1,25,26,3.85
August 31 2018,Eagle,CO,Passenger,1,0,1,5,6,16.67
November 30 2019,Camden,NJ,Passenger,0,1,1,22,23,4.35
February 29 2020,Oldham,KY,Passenger,0,1,1,5,6,16.67
January 31 2017,Deschutes,OR,Passenger,1,1,2,245,247,0.81
December 31 2018,Santa Rosa,FL,Passenger,1,0,1,89,90,1.11
January 31 2022,Dallas,TX,Passenger,1,0,1,154,155,0.65
July 31 2024,Douglas,NE,Passenger,0,1,1,22,23,4.35
February 28 2021,Powhatan,VA,Passenger,1,0,1,2,3,33.33
February 29 2020,Clay,FL,Passenger,0,1,1,86,87,1.15
December 31 2018,Skamania,WA,Truck,0,0,0,4009,4009,0.00
March 31 2018,Douglas,WA,Truck,0,0,0,11854,11854,0.00
May 31 2020,DuPage,IL,Passenger,4,0,4,62,66,6.06
April 30 2022,Ferry,WA,Truck,0,0,0,3564,3564,0.00
September 30 2024,Pinal,AZ,Passenger,1,1,2,59,61,3.28
January 31 2018,Skagit,WA,Truck,1,0,1,31833,31834,0.00
January 31 2023,Denton,TX,Passenger,2,0,2,61,63,3.17
August 31 2023,Harris,TX,Passenger,2,1,3,163,166,1.81
February 28 2017,Polk,FL,Passenger,1,0,1,67,68,1.47
September 30 2018,Allegheny,PA,Passenger,1,0,1,87,88,1.14
February 28 2022,Albemarle,VA,Passenger,3,0,3,23,26,11.54
February 28 2023,Cascade,MT,Passenger,0,1,1,32,33,3.03
April 30 2024,Spotsylvania,VA,Passenger,1,1,2,22,24,8.33
June 30 2024,Pierce,WA,Truck,325,0,325,132937,133262,0.24
November 30 2021,Franklin,WA,Truck,0,0,0,20762,20762,0.00
August 31 2018,Klickitat,WA,Passenger,24,32,56,15279,15335,0.37
April 30 2023,Skagit,WA,Passenger,1051,388,1439,88858,90297,1.59
April 30 2021,Kootenai,ID,Passenger,0,1,1,212,213,0.47
August 31 2024,Spokane,WA,Truck,136,0,136,100585,100721,0.14
May 31 2018,Whatcom,WA,Truck,2,0,2,42184,42186,0.00
September 30 2017,Utah,UT,Passenger,0,1,1,155,156,0.64
October 31 2020,Nassau,NY,Passenger,4,0,4,34,38,10.53
February 29 2020,Wayne,MI,Passenger,0,1,1,60,61,1.64
January 31 2020,Sumter,FL,Passenger,0,1,1,9,10,10.00
December 31 2020,Okanogan,WA,Passenger,54,36,90,26051,26141,0.34
June 30 2024,Sedgwick,KS,Passenger,0,1,1,46,47,2.13
December 31 2018,Columbia,WA,Truck,0,0,0,1517,1517,0.00
August 31 2022,Lake,FL,Passenger,1,0,1,21,22,4.55
September 30 2019,Lake,CA,Passenger,0,1,1,11,12,8.33
January 31 2017,Gwinnett,GA,Passenger,0,1,1,99,100,1.00
February 29 2024,Bay,FL,Passenger,1,0,1,22,23,4.35
August 31 2024,Plaquemines,LA,Passenger,1,0,1,17,18,5.56
October 31 2024,Jefferson,WA,Passenger,799,319,1118,23443,24561,4.55
August 31 2021,Pulaski,MO,Passenger,1,0,1,126,127,0.79
November 30 2022,Yavapai,AZ,Passenger,0,1,1,26,27,3.70
August 31 2022,Mercer,NJ,Passenger,0,1,1,11,12,8.33
March 31 2021,Bradley,TN,Passenger,1,0,1,0,1,100.00
February 29 2020,Kitsap,WA,Truck,1,0,1,54371,54372,0.00
August 31 2021,Kittitas,WA,Truck,0,0,0,14780,14780,0.00
August 31 2018,Clark,NV,Passenger,2,3,5,764,769,0.65
August 31 2020,Garfield,WA,Truck,0,0,0,992,992,0.00
October 31 2024,Harris,TX,Passenger,1,2,3,97,100,3.00
April 30 2022,Wilson,TX,Passenger,0,1,1,3,4,25.00
July 31 2024,Island,WA,Passenger,1530,553,2083,60561,62644,3.33
January 31 2022,San Bernardino,CA,Passenger,2,1,3,386,389,0.77
July 31 2017,Stevens,WA,Passenger,8,23,31,31392,31423,0.10
January 31 2020,El Paso,TX,Passenger,3,0,3,439,442,0.68
September 30 2020,Middlesex,MA,Passenger,1,0,1,97,98,1.02
March 31 2024,Kent,MI,Passenger,1,0,1,15,16,6.25
January 31 2020,Shelby,OH,Passenger,0,1,1,2,3,33.33
October 31 2018,Skagit,WA,Passenger,241,180,421,90985,91406,0.46
March 31 2023,Adams,WA,Passenger,22,11,33,13015,13048,0.25
May 31 2020,Sacramento,CA,Passenger,1,1,2,289,291,0.69
July 31 2023,Bartow,GA,Passenger,0,1,1,3,4,25.00
May 31 2023,Moore,NC,Passenger,0,1,1,111,112,0.89
September 30 2022,Richmond,NY,Passenger,1,0,1,2,3,33.33
August 31 2021,El Paso,CO,Passenger,2,1,3,688,691,0.43
April 30 2018,Clackamas,OR,Passenger,0,1,1,232,233,0.43
April 30 2018,Queens,NY,Passenger,1,0,1,63,64,1.56
September 30 2021,Cook,IL,Passenger,2,0,2,226,228,0.88
April 30 2023,Boulder,CO,Passenger,2,0,2,38,40,5.00
April 30 2017,Stevens,WA,Passenger,8,22,30,31226,31256,0.10
July 31 2017,Snohomish,WA,Passenger,1818,918,2736,513172,515908,0.53
October 31 2019,Island,WA,Passenger,361,251,612,63544,64156,0.95
February 28 2019,Clark,NV,Passenger,4,3,7,738,745,0.94
November 30 2023,Allegheny,PA,Passenger,3,0,3,55,58,5.17
December 31 2019,Alameda,CA,Passenger,4,1,5,308,313,1.60
November 30 2018,Orange,FL,Passenger,2,1,3,165,168,1.79
September 30 2023,Yuba,CA,Passenger,1,0,1,50,51,1.96
December 31 2019,Randolph,NC,Passenger,1,0,1,6,7,14.29
January 31 2023,Lincoln,OR,Passenger,0,1,1,21,22,4.55
December 31 2018,Montgomery,MD,Passenger,1,0,1,284,285,0.35
September 30 2018,Riverside,CA,Passenger,2,2,4,704,708,0.56
May 31 2019,Prince William,VA,Passenger,1,5,6,249,255,2.35
July 31 2022,Richland,SC,Passenger,0,1,1,138,139,0.72
July 31 2024,Middlesex,NJ,Passenger,1,0,1,20,21,4.76
November 30 2018,Oldham,KY,Passenger,0,1,1,5,6,16.67
October 31 2021,Botetourt,VA,Passenger,1,0,1,0,1,100.00
December 31 2018,Island,WA,Passenger,276,226,502,63120,63622,0.79
February 28 2019,Whitman,WA,Truck,0,0,0,8494,8494,0.00
July 31 2023,,,Passenger,6,1,7,277,284,2.46
May 31 2021,Pulaski,MO,Passenger,1,0,1,134,135,0.74
December 31 2018,Saratoga,NY,Passenger,1,0,1,60,61,1.64
August 31 2018,Lake,CA,Passenger,0,1,1,10,11,9.09
April 30 2023,Benton,WA,Truck,19,0,19,43222,43241,0.04
January 31 2017,Tarrant,TX,Passenger,0,2,2,336,338,0.59
December 31 2022,Sonoma,CA,Passenger,2,1,3,81,84,3.57
May 31 2017,Hidalgo,TX,Passenger,0,1,1,103,104,0.96
October 31 2020,Bradley,TN,Passenger,1,0,1,0,1,100.00
December 31 2023,Mason,WA,Passenger,552,227,779,46184,46963,1.66
August 31 2019,Oklahoma,OK,Passenger,0,1,1,135,136,0.74
May 31 2018,Kootenai,ID,Passenger,0,1,1,226,227,0.44
July 31 2019,Flathead,MT,Passenger,1,0,1,71,72,1.39
January 31 2019,San Francisco,CA,Passenger,2,2,4,118,122,3.28
July 31 2018,Fairfax,VA,Passenger,3,1,4,830,834,0.48
March 31 2018,Franklin,WA,Truck,0,0,0,18610,18610,0.00
September 30 2023,Onslow,NC,Passenger,0,1,1,138,139,0.72
September 30 2021,Pinellas,FL,Passenger,0,1,1,104,105,0.95
March 31 2022,Wahkiakum,WA,Truck,0,0,0,1812,1812,0.00
January 31 2019,Santa Cruz,CA,Passenger,1,0,1,44,45,2.22
May 31 2023,Dallas,TX,Passenger,3,0,3,99,102,2.94
September 30 2022,Harford,MD,Passenger,1,1,2,47,49,4.08
April 30 2018,Montgomery,PA,Passenger,1,0,1,34,35,2.86
February 29 2020,Montgomery,PA,Passenger,2,0,2,36,38,5.26
July 31 2024,Alameda,CA,Passenger,5,1,6,135,141,4.26
October 31 2021,St. Louis,MO,Passenger,1,0,1,79,80,1.25
June 30 2022,Rockdale,GA,Passenger,1,0,1,9,10,10.00
August 31 2019,Ferry,WA,Passenger,5,2,7,4417,4424,0.16
May 31 2021,Hudson,NJ,Passenger,1,0,1,42,43,2.33
March 31 2023,Onslow,NC,Passenger,0,1,1,150,151,0.66
August 31 2018,Garfield,OK,Passenger,1,0,1,18,19,5.26
May 31 2022,Botetourt,VA,Passenger,1,0,1,0,1,100.00
September 30 2022,Whatcom,WA,Passenger,1950,768,2718,148526,151244,1.80
January 31 2020,Stevens,WA,Passenger,34,32,66,31471,31537,0.21
December 31 2023,Maricopa,AZ,Passenger,16,3,19,715,734,2.59
July 31 2023,Douglas,CO,Passenger,0,2,2,59,61,3.28
October 31 2022,Ferry,WA,Truck,0,0,0,3588,3588,0.00
August 31 2023,Klickitat,WA,Truck,11,0,11,8220,8231,0.13
April 30 2024,Douglas,NE,Passenger,0,1,1,30,31,3.23
October 31 2023,Albemarle,VA,Passenger,3,0,3,16,19,15.79
November 30 2021,Manassas,VA,Passenger,0,1,1,6,7,14.29
February 28 2017,Eagle,CO,Passenger,1,0,1,8,9,11.11
February 28 2023,Botetourt,VA,Passenger,1,0,1,0,1,100.00
August 31 2024,Thurston,WA,Passenger,4728,1660,6388,187849,194237,3.29
January 31 2024,Mason,WA,Passenger,567,235,802,46140,46942,1.71
September 30 2022,Spartanburg,SC,Passenger,0,1,1,31,32,3.12
July 31 2019,Santa Fe,NM,Passenger,0,1,1,41,42,2.38
September 30 2019,San Mateo,CA,Passenger,2,1,3,129,132,2.27
July 31 2022,Nueces,TX,Passenger,1,1,2,61,63,3.17
April 30 2024,Philadelphia,PA,Passenger,0,1,1,31,32,3.12
April 30 2024,Pulaski,AR,Passenger,1,0,1,21,22,4.55
November 30 2023,Island,WA,Passenger,1272,466,1738,60858,62596,2.78
March 31 2021,,,Passenger,4,1,5,348,353,1.42
February 28 2017,Wahkiakum,WA,Truck,0,0,0,1626,1626,0.00
March 31 2023,Whitman,WA,Truck,4,0,4,8593,8597,0.05
July 31 2019,Honolulu,HI,Passenger,3,3,6,513,519,1.16
December 31 2022,Santa Clara,CA,Passenger,16,4,20,237,257,7.78
March 31 2024,Travis,TX,Passenger,1,2,3,71,74,4.05
June 30 2021,Marion,IN,Passenger,1,0,1,58,59,1.69
January 31 2017,Mason,WA,Truck,0,0,0,19180,19180,0.00
December 31 2019,Moore,NC,Passenger,0,1,1,161,162,0.62
April 30 2021,Kittitas,WA,Truck,0,0,0,14774,14774,0.00
April 30 2020,Howard,MD,Passenger,0,1,1,83,84,1.19
January 31 2022,Rockdale,GA,Passenger,1,0,1,7,8,12.50
November 30 2023,Cascade,MT,Passenger,0,1,1,27,28,3.57
June 30 2021,Camden,NJ,Passenger,0,1,1,15,16,6.25
July 31 2024,Douglas,WA,Truck,18,0,18,12992,13010,0.14
September 30 2023,Lewis,WA,Truck,8,0,8,25821,25829,0.03
March 31 2017,Walla Walla,WA,Passenger,20,22,42,34814,34856,0.12
April 30 2019,Hawaii,HI,Passenger,1,0,1,67,68,1.47
May 31 2021,Leavenworth,KS,Passenger,0,1,1,110,111,0.90
January 31 2018,DuPage,IL,Passenger,1,0,1,66,67,1.49
February 29 2024,Hamilton,OH,Passenger,2,0,2,27,29,6.90
February 28 2023,Thurston,WA,Passenger,2763,1149,3912,190841,194753,2.01
August 31 2017,Cowlitz,WA,Passenger,50,62,112,70004,70116,0.16
September 30 2018,Whitman,WA,Truck,0,0,0,8522,8522,0.00
November 30 2021,Whitman,WA,Truck,0,0,0,8551,8551,0.00
February 29 2024,Lincoln,WA,Passenger,25,26,51,7606,7657,0.67
March 31 2022,Galveston,TX,Passenger,0,1,1,22,23,4.35
February 28 2021,Broward,FL,Passenger,2,0,2,117,119,1.68
July 31 2023,St. Mary's,MD,Passenger,2,0,2,180,182,1.10
March 31 2019,Williamson,TX,Passenger,0,1,1,160,161,0.62
November 30 2020,Morris,NJ,Passenger,1,0,1,15,16,6.25
April 30 2022,Lake,FL,Passenger,1,0,1,23,24,4.17
October 31 2020,Muskogee,OK,Passenger,0,1,1,2,3,33.33
January 31 2021,Garfield,WA,Passenger,0,2,2,1361,1363,0.15
March 31 2020,Pima,AZ,Passenger,3,1,4,393,397,1.01
June 30 2019,Los Angeles,CA,Passenger,6,5,11,1140,1151,0.96
August 31 2022,Middlesex,MA,Passenger,2,0,2,94,96,2.08
June 30 2021,Hudson,NJ,Passenger,1,0,1,43,44,2.27
June 30 2020,Chesapeake,VA,Passenger,0,1,1,434,435,0.23
May 31 2021,Multnomah,OR,Passenger,3,5,8,699,707,1.13
December 31 2023,Walla Walla,WA,Truck,10,0,10,13702,13712,0.07
November 30 2023,Hillsborough,FL,Passenger,3,1,4,110,114,3.51
June 30 2020,Monroe,IL,Passenger,1,0,1,3,4,25.00
February 29 2024,Skagit,WA,Passenger,1401,502,1903,88576,90479,2.10
July 31 2024,Kings,NY,Passenger,1,0,1,29,30,3.33
September 30 2020,Kauai,HI,Passenger,1,0,1,17,18,5.56
June 30 2019,Santa Cruz,CA,Passenger,1,0,1,43,44,2.27
July 31 2024,Miami-Dade,FL,Passenger,1,0,1,46,47,2.13
May 31 2024,Sonoma,CA,Passenger,2,1,3,61,64,4.69
February 28 2022,Botetourt,VA,Passenger,1,0,1,0,1,100.00
August 31 2021,Spokane,WA,Truck,0,0,0,102363,102363,0.00
April 30 2018,Lewis,WA,Passenger,78,53,131,57357,57488,0.23
July 31 2023,Washington,MD,Passenger,1,0,1,14,15,6.67
May 31 2024,Autauga,AL,Passenger,2,1,3,11,14,21.43
July 31 2021,Loudoun,VA,Passenger,1,0,1,76,77,1.30
July 31 2023,Loudoun,VA,Passenger,2,1,3,64,67,4.48
May 31 2022,Howard,MD,Passenger,0,2,2,69,71,2.82
March 31 2023,Spotsylvania,VA,Passenger,1,0,1,25,26,3.85
September 30 2024,Christian,MO,Passenger,0,1,1,7,8,12.50
September 30 2021,Juneau,AK,Passenger,0,1,1,31,32,3.12
December 31 2020,New Haven,CT,Passenger,0,2,2,35,37,5.41
April 30 2020,Fulton,GA,Passenger,1,3,4,106,110,3.64
December 31 2023,Newport News,VA,Passenger,1,0,1,100,101,0.99
October 31 2017,Stevens,WA,Passenger,9,22,31,31527,31558,0.10
August 31 2020,Kitsap,WA,Truck,0,0,0,54144,54144,0.00
October 31 2024,Skagit,WA,Truck,62,0,62,30513,30575,0.20
January 31 2023,Columbia,OR,Passenger,1,0,1,13,14,7.14
October 31 2022,Hanover,VA,Passenger,1,0,1,3,4,25.00
April 30 2021,Adams,WA,Passenger,11,9,20,13041,13061,0.15
October 31 2017,Skamania,WA,Truck,0,0,0,3891,3891,0.00
October 31 2019,Montgomery,TX,Passenger,1,0,1,63,64,1.56
May 31 2023,Camden,NJ,Passenger,0,1,1,13,14,7.14
March 31 2023,Lane,OR,Passenger,0,2,2,96,98,2.04
March 31 2024,New London,CT,Passenger,1,4,5,163,168,2.98
December 31 2019,Clark,WA,Passenger,1843,1044,2887,317591,320478,0.90
March 31 2020,Sacramento,CA,Passenger,1,1,2,292,294,0.68
February 28 2019,New Haven,CT,Passenger,0,1,1,48,49,2.04
November 30 2020,Fresno,CA,Passenger,1,0,1,194,195,0.51
August 31 2020,Boone,MO,Passenger,0,1,1,10,11,9.09
August 31 2020,Lewis,WA,Passenger,112,119,231,58185,58416,0.40
December 31 2017,King,WA,Passenger,11271,4681,15952,1370150,1386102,1.15
April 30 2021,Skamania,WA,Passenger,40,30,70,8353,8423,0.83
July 31 2021,Yakima,WA,Truck,0,0,0,61697,61697,0.00
April 30 2024,Clark,NV,Passenger,6,3,9,398,407,2.21
December 31 2018,Santa Fe,NM,Passenger,0,1,1,41,42,2.38
November 30 2020,Essex,MA,Passenger,1,0,1,18,19,5.26
August 31 2024,Monterey,CA,Truck,1,0,1,23,24,4.17
August 31 2023,DeKalb,GA,Passenger,2,0,2,40,42,4.76
June 30 2024,Grays Harbor,WA,Passenger,447,238,685,47775,48460,1.41
April 30 2021,Columbia,WA,Passenger,5,4,9,2477,2486,0.36
August 31 2018,Fresno,CA,Passenger,1,0,1,204,205,0.49
September 30 2021,Clark,WA,Truck,0,0,0,84083,84083,0.00
January 31 2023,Garfield,WA,Truck,0,0,0,970,970,0.00
May 31 2017,Muscogee,GA,Passenger,0,1,1,244,245,0.41
April 30 2020,Arapahoe,CO,Passenger,1,0,1,143,144,0.69
February 28 2023,Bartow,GA,Passenger,0,1,1,4,5,20.00
April 30 2022,Williams,ND,Passenger,0,1,1,8,9,11.11
March 31 2024,Clallam,WA,Passenger,724,334,1058,48688,49746,2.13
June 30 2020,Asotin,WA,Passenger,16,12,28,12312,12340,0.23
July 31 2022,Okanogan,WA,Passenger,86,49,135,26255,26390,0.51
May 31 2017,Lewis,WA,Truck,0,0,0,24831,24831,0.00
May 31 2022,Queens,NY,Passenger,1,0,1,49,50,2.00
August 31 2017,Okaloosa,FL,Passenger,1,0,1,184,185,0.54
November 30 2021,Skamania,WA,Truck,0,0,0,3998,3998,0.00
May 31 2020,Pinellas,FL,Passenger,1,1,2,121,123,1.63
October 31 2023,Leavenworth,KS,Passenger,0,1,1,76,77,1.30
November 30 2023,Atlantic,NJ,Passenger,1,0,1,8,9,11.11
April 30 2020,Fort Bend,TX,Passenger,1,0,1,46,47,2.13
August 31 2024,Hamilton,OH,Passenger,2,0,2,27,29,6.90
November 30 2023,Sussex,NJ,Passenger,1,0,1,2,3,33.33
July 31 2018,Jefferson,WA,Truck,0,0,0,9579,9579,0.00
February 28 2023,King,WA,Truck,496,2,498,177158,177656,0.28
February 28 2023,Whatcom,WA,Truck,44,0,44,42874,42918,0.10
May 31 2024,Wahkiakum,WA,Truck,5,0,5,1748,1753,0.29
June 30 2017,Sacramento,CA,Passenger,0,1,1,383,384,0.26
March 31 2017,New London,CT,Passenger,1,0,1,257,258,0.39
October 31 2023,Charlottesville,VA,Passenger,0,2,2,5,7,28.57
March 31 2022,Chesapeake,VA,Passenger,2,1,3,393,396,0.76
July 31 2022,Jefferson,NY,Passenger,1,0,1,216,217,0.46
August 31 2024,Spotsylvania,VA,Passenger,1,1,2,21,23,8.70
April 30 2018,Douglas,WA,Truck,0,0,0,11879,11879,0.00
March 31 2020,Nassau,NY,Passenger,4,0,4,42,46,8.70
August 31 2021,Sarasota,FL,Passenger,2,0,2,40,42,4.76
July 31 2020,Muskogee,OK,Passenger,0,1,1,2,3,33.33
August 31 2024,King,WA,Passenger,82713,19916,102629,1295350,1397979,7.34
July 31 2018,Klickitat,WA,Passenger,24,31,55,15217,15272,0.36
September 30 2017,Douglas,WA,Truck,0,0,0,11593,11593,0.00
April 30 2020,Monterey,CA,Passenger,0,1,1,186,187,0.53
January 31 2019,Shasta,CA,Passenger,1,0,1,43,44,2.27
June 30 2021,San Diego,CA,Passenger,18,4,22,2611,2633,0.84
September 30 2024,Davis,UT,Passenger,0,1,1,52,53,1.89
October 31 2017,Clark,NV,Passenger,2,3,5,788,793,0.63
December 31 2017,Charles,MD,Passenger,0,1,1,85,86,1.16
May 31 2020,Santa Clara,CA,Passenger,10,2,12,321,333,3.60
January 31 2019,Lincoln,WA,Truck,0,0,0,4664,4664,0.00
August 31 2024,Stafford,VA,Passenger,2,0,2,59,61,3.28
January 31 2021,Queens,NY,Passenger,1,0,1,54,55,1.82
May 31 2017,Pend Oreille,WA,Truck,0,0,0,5564,5564,0.00
September 30 2023,Los Angeles,CA,Passenger,9,3,12,652,664,1.81
February 28 2023,Cook,IL,Passenger,2,0,2,186,188,1.06
April 30 2023,Sonoma,CA,Passenger,3,1,4,71,75,5.33
June 30 2024,Montgomery,MD,Passenger,6,1,7,169,176,3.98
February 28 2021,Prince George's,MD,Passenger,2,1,3,155,158,1.90
June 30 2022,Collin,TX,Passenger,4,0,4,99,103,3.88
April 30 2022,Lincoln,OR,Passenger,0,1,1,34,35,2.86
July 31 2018,Franklin,MA,Passenger,0,1,1,2,3,33.33
January 31 2020,Thurston,WA,Truck,0,0,0,55719,55719,0.00
September 30 2020,Nueces,TX,Passenger,1,0,1,89,90,1.11
January 31 2022,Harrison,MS,Passenger,2,0,2,54,56,3.57
April 30 2021,Hamilton,IN,Passenger,2,0,2,40,42,4.76
August 31 2019,Cochise,AZ,Passenger,0,1,1,105,106,0.94
August 31 2020,Rockingham,NH,Passenger,1,0,1,23,24,4.17
October 31 2017,Lee,AL,Passenger,1,0,1,35,36,2.78
May 31 2021,Vigo,IN,Passenger,1,0,1,5,6,16.67
February 28 2022,Adams,WA,Passenger,17,14,31,12994,13025,0.24
August 31 2020,Manassas,VA,Passenger,0,1,1,5,6,16.67
April 30 2024,Douglas,WA,Truck,14,0,14,13049,13063,0.11
February 29 2024,Clackamas,OR,Passenger,0,1,1,95,96,1.04
January 31 2023,Arapahoe,CO,Passenger,0,1,1,92,93,1.08
December 31 2023,Douglas,WA,Passenger,248,81,329,28811,29140,1.13
March 31 2017,Mercer,NJ,Passenger,0,1,1,19,20,5.00
November 30 2017,Tarrant,TX,Passenger,1,0,1,233,234,0.43
January 31 2019,Ramsey,MN,Passenger,1,0,1,43,44,2.27
August 31 2023,Sarasota,FL,Passenger,1,0,1,30,31,3.23
July 31 2018,Caddo,LA,Passenger,0,1,1,24,25,4.00
August 31 2022,Kootenai,ID,Truck,1,0,1,37,38,2.63
March 31 2023,Spokane,WA,Truck,29,0,29,101657,101686,0.03
December 31 2022,Honolulu,HI,Passenger,5,3,8,373,381,2.10
September 30 2018,San Juan,WA,Truck,0,0,0,5759,5759,0.00
August 31 2018,Jefferson,CO,Passenger,0,1,1,62,63,1.59
August 31 2019,Richland,SC,Passenger,0,1,1,157,158,0.63
March 31 2017,Maui,HI,Passenger,1,0,1,71,72,1.39
August 31 2023,Jefferson,WA,Passenger,594,265,859,24203,25062,3.43
October 31 2021,Pacific,WA,Passenger,49,59,108,16091,16199,0.67
September 30 2018,District of Columbia,DC,Passenger,0,3,3,190,193,1.55
July 31 2018,Skamania,WA,Passenger,13,9,22,8631,8653,0.25
December 31 2023,San Bernardino,CA,Passenger,2,1,3,302,305,0.98
April 30 2022,Marion,IN,Passenger,1,0,1,50,51,1.96
June 30 2022,Moore,NC,Passenger,0,1,1,118,119,0.84
October 31 2023,Sarasota,FL,Passenger,1,0,1,29,30,3.33
January 31 2023,Island,WA,Truck,19,0,19,21089,21108,0.09
September 30 2024,San Diego,CA,Passenger,22,8,30,1709,1739,1.73
November 30 2023,Multnomah,OR,Passenger,3,1,4,432,436,0.92
April 30 2021,Pend Oreille,WA,Truck,0,0,0,5735,5735,0.00
May 31 2024,Lane,OR,Passenger,0,1,1,59,60,1.67
March 31 2019,Clay,FL,Passenger,0,1,1,83,84,1.19
October 31 2018,Caddo,LA,Passenger,0,1,1,27,28,3.57
August 31 2020,Powhatan,VA,Passenger,1,0,1,1,2,50.00
February 28 2023,Flathead,MT,Passenger,1,0,1,34,35,2.86
December 31 2023,Prince William,VA,Passenger,1,4,5,155,160,3.12
January 31 2019,Tulsa,OK,Passenger,1,0,1,57,58,1.72
January 31 2017,Madison,ID,Passenger,1,0,1,48,49,2.04
January 31 2024,Grant,WA,Passenger,382,164,546,67523,68069,0.80
December 31 2023,Yakima,WA,Passenger,648,299,947,166728,167675,0.56
March 31 2019,Calvert,MD,Passenger,0,1,1,86,87,1.15
March 31 2019,Klickitat,WA,Truck,0,0,0,8199,8199,0.00
December 31 2020,Grays Harbor,WA,Truck,0,0,0,21194,21194,0.00
May 31 2023,Santa Cruz,CA,Passenger,1,0,1,22,23,4.35
January 31 2019,King,WA,Truck,6,1,7,182330,182337,0.00
June 30 2024,Lincoln,WA,Truck,1,0,1,4777,4778,0.02
March 31 2019,Pima,AZ,Passenger,1,1,2,432,434,0.46
October 31 2021,Henrico,VA,Passenger,0,1,1,20,21,4.76
May 31 2020,Klamath,OR,Passenger,1,0,1,36,37,2.70
March 31 2021,Sevier,AR,Passenger,0,1,1,0,1,100.00
November 30 2023,Snohomish,WA,Passenger,15564,3502,19066,526764,545830,3.49
October 31 2017,Island,WA,Passenger,138,154,292,61038,61330,0.48
January 31 2022,San Diego,CA,Passenger,18,5,23,2554,2577,0.89
September 30 2022,Maricopa,AZ,Passenger,18,3,21,1035,1056,1.99
January 31 2018,Dakota,MN,Passenger,0,2,2,40,42,4.76
March 31 2019,Sumter,FL,Passenger,0,1,1,10,11,9.09
August 31 2023,St. Louis,MN,Passenger,0,1,1,6,7,14.29
October 31 2022,Camden,NJ,Passenger,0,1,1,12,13,7.69
February 28 2019,Pacific,WA,Passenger,22,26,48,15855,15903,0.30
February 29 2024,Calvert,MD,Passenger,1,1,2,72,74,2.70
July 31 2019,Kittitas,WA,Truck,0,0,0,14493,14493,0.00
February 28 2019,Bucks,PA,Passenger,1,0,1,21,22,4.55
September 30 2021,Sussex,NJ,Passenger,1,0,1,2,3,33.33
February 29 2020,New Haven,CT,Passenger,0,2,2,41,43,4.65
December 31 2019,San Juan,WA,Passenger,253,79,332,14398,14730,2.25
February 28 2021,Cowlitz,WA,Truck,0,0,0,28960,28960,0.00
August 31 2024,Middlesex,NJ,Passenger,1,0,1,20,21,4.76
August 31 2019,Whatcom,WA,Truck,2,0,2,42977,42979,0.00
February 28 2021,San Bernardino,CA,Passenger,1,0,1,394,395,0.25
August 31 2018,Kittitas,WA,Passenger,52,34,86,29116,29202,0.29
April 30 2017,Riverside,CA,Passenger,1,1,2,839,841,0.24
September 30 2020,Moore,NC,Passenger,0,1,1,157,158,0.63
November 30 2018,Marion,IN,Passenger,1,0,1,122,123,0.81
November 30 2019,Penobscot,ME,Passenger,0,1,1,14,15,6.67
July 31 2018,Sumter,FL,Passenger,0,1,1,10,11,9.09
March 31 2018,Benton,WA,Passenger,176,186,362,130758,131120,0.28
December 31 2020,Goochland,VA,Passenger,4,3,7,276,283,2.47
March 31 2024,Kern,CA,Passenger,1,1,2,155,157,1.27
July 31 2022,Geary,KS,Passenger,1,0,1,89,90,1.11
May 31 2019,Stevens,WA,Passenger,21,29,50,31654,31704,0.16
October 31 2017,Hardin,KY,Passenger,0,1,1,112,113,0.88
May 31 2022,Marin,CA,Passenger,1,1,2,37,39,5.13
March 31 2020,Chelan,WA,Passenger,220,79,299,54469,54768,0.55
March 31 2023,Ada,ID,Passenger,3,0,3,154,157,1.91
August 31 2017,Anne Arundel,MD,Passenger,0,1,1,493,494,0.20
February 28 2017,Shelby,TN,Passenger,0,1,1,112,113,0.88
July 31 2021,Klamath,OR,Passenger,1,0,1,34,35,2.86
April 30 2019,Valencia,NM,Passenger,1,0,1,10,11,9.09
June 30 2024,Walla Walla,WA,Truck,13,0,13,13607,13620,0.10
February 29 2024,Garfield,OK,Passenger,1,0,1,18,19,5.26
December 31 2019,Jefferson,CO,Passenger,0,2,2,58,60,3.33
March 31 2020,Montgomery,OH,Passenger,0,1,1,46,47,2.13
November 30 2022,Denton,TX,Passenger,2,0,2,69,71,2.82
September 30 2021,Pierce,WA,Passenger,3874,2063,5937,558097,564034,1.05
October 31 2024,Whatcom,WA,Truck,140,0,140,40999,41139,0.34
November 30 2021,Prince William,VA,Passenger,1,3,4,217,221,1.81
November 30 2018,Sussex,NJ,Passenger,1,0,1,1,2,50.00
July 31 2021,Sevier,AR,Passenger,0,1,1,0,1,100.00
May 31 2018,Grays Harbor,WA,Truck,0,0,0,20175,20175,0.00
April 30 2018,Williamson,TX,Passenger,0,1,1,167,168,0.60
February 28 2021,Owyhee,ID,Passenger,1,0,1,3,4,25.00
May 31 2020,Whitman,WA,Passenger,45,48,93,22155,22248,0.42
