Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles
December 31 2019,Essex,MA,Passenger,1,0,1,27,28,3.57
January 31 2022,Lake,FL,Passenger,1,0,1,25,26,3.85
May 31 2020,Okanogan,WA,Passenger,34,33,67,25866,25933,0.26
March 31 2018,Honolulu,HI,Passenger,2,2,4,561,565,0.71
May 31 2021,Harris,TX,Passenger,1,1,2,246,248,0.81
January 31 2020,Tulsa,OK,Passenger,1,0,1,58,59,1.69
July 31 2023,Essex,MA,Passenger,1,0,1,12,13,7.69
November 30 2020,Jefferson,WA,Truck,0,0,0,9579,9579,0.00
April 30 2019,Bergen,NJ,Passenger,1,0,1,26,27,3.70
June 30 2020,Montgomery,PA,Passenger,1,0,1,31,32,3.12
September 30 2024,Santa Barbara,CA,Passenger,1,0,1,52,53,1.89
July 31 2018,Kitsap,WA,Passenger,809,473,1282,178802,180084,0.71
March 31 2023,Ferry,WA,Passenger,19,4,23,4332,4355,0.53
November 30 2023,Hardin,KY,Passenger,1,0,1,61,62,1.61
September 30 2022,Sonoma,CA,Passenger,1,1,2,87,89,2.25
January 31 2023,Marion,IN,Passenger,1,0,1,41,42,2.38
March 31 2022,Marin,CA,Passenger,1,1,2,39,41,4.88
May 31 2023,Rock Island,IL,Passenger,0,1,1,12,13,7.69
November 30 2022,Prince William,VA,Passenger,1,4,5,197,202,2.48
February 28 2021,Sussex,NJ,Passenger,1,0,1,2,3,33.33
July 31 2023,Clark,WA,Truck,102,0,102,81298,81400,0.13
September 30 2019,King,WA,Truck,6,1,7,182319,182326,0.00
April 30 2018,Garfield,WA,Truck,0,0,0,948,948,0.00
October 31 2022,Lincoln,WA,Passenger,12,17,29,7717,7746,0.37
November 30 2022,Jefferson,NY,Passenger,1,0,1,218,219,0.46
December 31 2023,San Francisco,CA,Passenger,3,0,3,58,61,4.92
December 31 2021,Douglas,CO,Passenger,0,1,1,88,89,1.12
September 30 2017,Adams,WA,Passenger,3,3,6,12258,12264,0.05
June 30 2023,Orange,FL,Passenger,2,0,2,70,72,2.78
September 30 2022,Galveston,TX,Passenger,1,1,2,19,21,9.52
June 30 2019,Ramsey,MN,Passenger,1,0,1,49,50,2.00
May 31 2021,Hampshire,MA,Passenger,1,0,1,10,11,9.09
December 31 2021,Hanover,VA,Passenger,1,0,1,3,4,25.00
March 31 2018,Orange,CA,Passenger,3,1,4,596,600,0.67
February 28 2023,District of Columbia,DC,Passenger,2,0,2,144,146,1.37
July 31 2020,Virginia Beach,VA,Passenger,1,0,1,665,666,0.15
August 31 2022,San Francisco,CA,Passenger,2,0,2,91,93,2.15
May 31 2021,Benton,WA,Truck,0,0,0,43653,43653,0.00
November 30 2023,San Joaquin,CA,Passenger,0,1,1,75,76,1.32
August 31 2019,Kent,MI,Passenger,0,1,1,27,28,3.57
August 31 2020,Montgomery,PA,Passenger,1,0,1,28,29,3.45
July 31 2017,Bexar,TX,Passenger,1,1,2,897,899,0.22
June 30 2023,Okanogan,WA,Passenger,122,64,186,26173,26359,0.71
November 30 2018,Moore,NC,Passenger,0,1,1,188,189,0.53
July 31 2017,Whitman,WA,Passenger,12,19,31,22103,22134,0.14
May 31 2018,Montgomery,MD,Passenger,1,0,1,296,297,0.34
June 30 2021,Howard,MD,Passenger,0,1,1,70,71,1.41
March 31 2023,Virginia Beach,VA,Truck,1,0,1,116,117,0.85
January 31 2024,Cascade,MT,Passenger,0,1,1,24,25,4.00
June 30 2022,Dorchester,SC,Passenger,1,0,1,65,66,1.52
December 31 2021,Penobscot,ME,Passenger,0,2,2,9,11,18.18
January 31 2020,Walla Walla,WA,Passenger,65,61,126,36331,36457,0.35
August 31 2024,Norfolk,VA,Passenger,0,1,1,211,212,0.47
May 31 2017,Klickitat,WA,Passenger,22,24,46,14792,14838,0.31
June 30 2018,Ada,ID,Passenger,0,2,2,341,343,0.58
February 28 2022,Pacific,WA,Passenger,58,65,123,16004,16127,0.76
April 30 2021,Thurston,WA,Truck,0,0,0,56631,56631,0.00
December 31 2023,Klickitat,WA,Truck,14,0,14,8192,8206,0.17
April 30 2017,Kitsap,WA,Passenger,584,298,882,172653,173535,0.51
June 30 2024,Duval,FL,Passenger,1,0,1,198,199,0.50
December 31 2023,Nueces,TX,Passenger,0,1,1,51,52,1.92
August 31 2017,DeKalb,GA,Passenger,1,0,1,88,89,1.12
October 31 2021,Manassas,VA,Passenger,0,1,1,6,7,14.29
July 31 2021,Pulaski,MO,Passenger,1,0,1,132,133,0.75
June 30 2022,Jefferson,NY,Passenger,1,0,1,216,217,0.46
July 31 2023,Virginia Beach,VA,Passenger,4,2,6,469,475,1.26
October 31 2021,San Juan,WA,Passenger,469,146,615,14178,14793,4.16
May 31 2023,San Bernardino,CA,Passenger,3,1,4,319,323,1.24
August 31 2021,Newport,RI,Passenger,0,1,1,78,79,1.27
April 30 2024,Cuyahoga,OH,Passenger,1,0,1,41,42,2.38
September 30 2018,Kent,MI,Passenger,0,1,1,29,30,3.33
June 30 2019,Sangamon,IL,Passenger,1,0,1,6,7,14.29
May 31 2024,Yuba,CA,Passenger,1,0,1,47,48,2.08
March 31 2020,El Paso,CO,Passenger,3,1,4,739,743,0.54
September 30 2023,Chelan,WA,Passenger,691,183,874,54138,55012,1.59
October 31 2020,Snohomish,WA,Truck,0,0,0,125288,125288,0.00
July 31 2020,Pend Oreille,WA,Passenger,7,5,12,9235,9247,0.13
October 31 2021,Lane,OR,Passenger,0,2,2,135,137,1.46
December 31 2023,Duval,FL,Passenger,1,0,1,232,233,0.43
August 31 2019,Hennepin,MN,Passenger,3,1,4,114,118,3.39
September 30 2018,Volusia,FL,Passenger,0,1,1,41,42,2.38
October 31 2023,Virginia Beach,VA,Truck,1,0,1,106,107,0.93
January 31 2021,Anchorage,AK,Passenger,1,0,1,153,154,0.65
August 31 2023,Dorchester,SC,Passenger,1,0,1,43,44,2.27
November 30 2020,Prince William,VA,Passenger,2,3,5,227,232,2.16
October 31 2019,Cowlitz,WA,Truck,0,0,0,29017,29017,0.00
July 31 2021,Franklin,WA,Truck,0,0,0,20713,20713,0.00
February 28 2022,Skagit,WA,Passenger,717,316,1033,90534,91567,1.13
May 31 2022,Asotin,WA,Truck,0,0,0,6698,6698,0.00
July 31 2017,Whatcom,WA,Truck,2,0,2,41652,41654,0.00
February 28 2023,Newport,RI,Passenger,0,1,1,66,67,1.49
March 31 2019,Cascade,MT,Passenger,0,1,1,61,62,1.61
January 31 2024,Frederick,MD,Passenger,2,1,3,49,52,5.77
April 30 2019,Lake,FL,Passenger,1,0,1,22,23,4.35
July 31 2020,Kittitas,WA,Truck,0,0,0,14561,14561,0.00
September 30 2024,Asotin,WA,Passenger,57,26,83,12119,12202,0.68
October 31 2018,Asotin,WA,Passenger,12,9,21,12709,12730,0.16
April 30 2018,Thurston,WA,Truck,0,0,0,54042,54042,0.00
October 31 2022,Clark,NV,Passenger,9,3,12,557,569,2.11
March 31 2017,Duval,FL,Passenger,1,1,2,365,367,0.54
July 31 2017,Ramsey,MN,Passenger,1,0,1,42,43,2.33
September 30 2018,Hennepin,MN,Passenger,1,0,1,116,117,0.85
February 29 2024,Cumberland,NC,Passenger,3,3,6,301,307,1.95
June 30 2023,Santa Clara,CA,Passenger,17,3,20,217,237,8.44
May 31 2020,Fulton,GA,Passenger,1,3,4,106,110,3.64
January 31 2024,Virginia Beach,VA,Truck,1,0,1,101,102,0.98
June 30 2024,Okaloosa,FL,Passenger,0,1,1,74,75,1.33
January 31 2024,Flathead,MT,Passenger,1,0,1,23,24,4.17
June 30 2021,Gwinnett,GA,Passenger,1,0,1,68,69,1.45
July 31 2018,Lake,CA,Passenger,0,1,1,10,11,9.09
July 31 2018,Cowlitz,WA,Passenger,57,77,134,71863,71997,0.19
March 31 2024,DuPage,IL,Passenger,3,1,4,29,33,12.12
January 31 2018,Clallam,WA,Passenger,106,95,201,49282,49483,0.41
June 30 2024,Arlington,VA,Passenger,1,0,1,104,105,0.95
April 30 2024,Utah,UT,Passenger,2,0,2,74,76,2.63
October 31 2023,Tooele,UT,Passenger,2,0,2,13,15,13.33
June 30 2019,Cameron,TX,Passenger,1,0,1,34,35,2.86
May 31 2024,King,WA,Truck,1338,2,1340,170545,171885,0.78
January 31 2021,Skamania,WA,Truck,0,0,0,4017,4017,0.00
January 31 2021,Anne Arundel,MD,Passenger,2,1,3,397,400,0.75
November 30 2021,El Paso,TX,Passenger,4,0,4,379,383,1.04
August 31 2022,Douglas,WA,Passenger,142,60,202,28359,28561,0.71
July 31 2020,Jefferson,WA,Passenger,250,142,392,24715,25107,1.56
October 31 2018,Stevens,WA,Passenger,15,28,43,31794,31837,0.14
December 31 2020,Pierce,WA,Truck,0,0,0,144668,144668,0.00
April 30 2022,Marion,OR,Passenger,1,0,1,114,115,0.87
April 30 2020,Newport,RI,Passenger,0,1,1,81,82,1.22
August 31 2023,Boulder,CO,Passenger,2,0,2,31,33,6.06
February 29 2024,Maricopa,AZ,Passenger,15,3,18,677,695,2.59
May 31 2021,Skamania,WA,Truck,0,0,0,4028,4028,0.00
July 31 2019,Denver,CO,Passenger,1,0,1,131,132,0.76
May 31 2023,Pacific,WA,Truck,3,0,3,7834,7837,0.04
October 31 2020,Adams,WA,Passenger,8,7,15,12925,12940,0.12
April 30 2021,St. Louis,MO,Passenger,1,0,1,94,95,1.05
September 30 2020,Portsmouth,VA,Passenger,0,1,1,70,71,1.41
May 31 2024,Hillsborough,FL,Passenger,3,1,4,86,90,4.44
May 31 2018,Hawaii,HI,Passenger,1,0,1,78,79,1.27
November 30 2020,Kitsap,WA,Passenger,1521,736,2257,179600,181857,1.24
August 31 2021,Garfield,WA,Truck,0,0,0,1001,1001,0.00
April 30 2019,New London,CT,Passenger,0,1,1,243,244,0.41
June 30 2021,El Dorado,CA,Passenger,1,0,1,36,37,2.70
February 28 2018,Contra Costa,CA,Passenger,0,1,1,462,463,0.22
March 31 2021,Orange,CA,Passenger,5,3,8,485,493,1.62
September 30 2020,Ada,ID,Passenger,0,1,1,277,278,0.36
March 31 2018,DeKalb,GA,Passenger,1,0,1,83,84,1.19
March 31 2024,Santa Barbara,CA,Passenger,1,0,1,60,61,1.64
December 31 2023,Coryell,TX,Passenger,1,0,1,66,67,1.49
January 31 2022,Charleston,SC,Passenger,1,1,2,80,82,2.44
November 30 2023,Camden,NJ,Passenger,0,1,1,11,12,8.33
February 29 2024,Orange,NC,Passenger,1,0,1,3,4,25.00
November 30 2021,Kitsap,WA,Passenger,2082,940,3022,180062,183084,1.65
August 31 2024,Cook,IL,Passenger,2,1,3,121,124,2.42
June 30 2024,Snohomish,WA,Truck,387,0,387,119393,119780,0.32
May 31 2020,San Mateo,CA,Passenger,1,1,2,126,128,1.56
January 31 2020,Portsmouth,VA,Passenger,0,1,1,77,78,1.28
August 31 2022,District of Columbia,DC,Passenger,2,0,2,155,157,1.27
February 28 2021,Palm Beach,FL,Passenger,1,2,3,82,85,3.53
June 30 2019,King,WA,Passenger,19073,7010,26083,1388392,1414475,1.84
March 31 2018,Walla Walla,WA,Truck,0,0,0,13310,13310,0.00
March 31 2023,Pinal,AZ,Passenger,0,1,1,107,108,0.93
July 31 2021,Fairbanks North Star,AK,Passenger,0,1,1,90,91,1.10
January 31 2020,Sedgwick,KS,Passenger,1,1,2,100,102,1.96
September 30 2023,Washoe,NV,Passenger,2,0,2,55,57,3.51
May 31 2023,Pettis,MO,Passenger,1,0,1,4,5,20.00
July 31 2021,Clark,NV,Passenger,6,3,9,669,678,1.33
October 31 2021,Skamania,WA,Truck,0,0,0,4014,4014,0.00
